userId;Aventura;Fantasía;Animación;Drama;Terror;Acción;Comedia;Historica;Oeste;Suspense;Crimen;Documental;Ciencia ficción;Misterio;Musical;Romance;Familiar;Guerra;Extranjera;TV
24;0,75;;;1,9;;1,0055555555555555;0,6;;;1,0055555555555555;0,8;;1,2083333333333335;1,0;2,0;;;;;
25;0,675;1,5;;1,3666666666666667;1,5;0,8944444444444444;0,7083333333333333;1,0833333333333333;;0,8666666666666666;0,6;;0,75;0,9666666666666666;1,5;2,5;0,6666666666666666;;;
26;0,8;1,65;1,0;1,9318181818181819;2,0;1,15;2,308333333333333;0,75;;1,1666666666666667;1,2083333333333335;;1,075;0,5833333333333334;;1,0208333333333333;0,9;1,5;2,25;0,8
27;;;;2,7333333333333334;;1,222222222222222;2,0;;;1,2499999999999998;1,1666666666666665;;1,3333333333333333;;2,0;2,0;;;;
28;1,2833333333333334;1,2625;1,025;1,9407407407407409;1,9791666666666665;1,1875;1,3416666666666668;;;1,4166666666666667;0,9166666666666666;5,0;1,6666666666666667;1,722222222222222;1,3333333333333333;1,4166666666666665;1,3458333333333334;;;
29;;;;1,5;;;1,0;;1,0;1,5;;;;;;;;;;
30;1,2227272727272724;1,0956140350877193;1,0999999999999999;1,7237333333333331;1,9678571428571427;1,0932432432432428;1,5878109452736318;1,0512820512820513;1,7857142857142858;1,2726562500000005;1,3495934959349591;3,0;1,2387096774193547;1,25;1,3611111111111112;1,3972868217054268;1,1031746031746033;1,1481481481481481;0,9;0,2
31;0,8;;;1,9027777777777777;1,0;1,3940476190476192;2,526666666666667;;1,5;1,4177083333333333;1,2183333333333333;;1,1666666666666667;1,1666666666666665;;1,6041666666666665;;;2,0;
32;1,25;1,2666666666666666;;1,5833333333333333;2,1;0,9888888888888888;0,875;;;0,7333333333333334;1,1666666666666665;;0,9916666666666666;1,4166666666666665;0,75;1,25;1,5;;;
33;0,8333333333333334;1,0555555555555556;;1,1111111111111112;1,5;0,7666666666666667;1,5;;;1,1547619047619049;0,75;;0,6944444444444443;;2,0;1,1428571428571428;0,75;;;1,375
34;1,3166666666666667;1,0555555555555556;1,0833333333333335;2,06;2,416666666666667;1,511904761904762;1,25;;2,6666666666666665;1,4038461538461537;1,3863636363636362;4,5;1,4583333333333335;1,4375;1,7333333333333332;1,625;1,6666666666666667;1,5;;
35;;;0,3333333333333333;2,0833333333333335;;1,25;1,3958333333333335;;;0,8333333333333334;1,0416666666666667;;;;;1,875;0,3333333333333333;;;
36;1,1875;1,1533333333333333;1,0;1,7623456790123455;0,9625;1,485;1,2916666666666667;;4,0;1,1916666666666667;1,4166666666666665;3,0;1,0866666666666667;1,5416666666666667;1,0;1,4642857142857142;0,9791666666666666;;;
37;1,25;2,0;;1,6666666666666667;;1,9166666666666665;1,5;;;1,3333333333333333;1,6944444444444444;;;1,5;;1,25;;;;
38;1,3333333333333333;1,3333333333333333;;2,359848484848485;1,5;1,4583333333333333;2,625;;;1,5347222222222223;1,3645833333333333;;1,5;1,125;1,5;1,5;;;;
39;1,3541666666666665;1,3333333333333333;;2,170512820512821;1,2777777777777777;1,3433333333333333;1,46;;4,0;1,1194444444444442;1,3833333333333335;3,0;1,25;1,1875;1,138888888888889;1,0625;1,25;2,5;;
40;;;;;;1,5;3,6;;1,5;1,5;2,25;;;1,5;;2,25;;;5,0;
41;1,2739583333333333;1,325;;2,2845238095238094;1,2777777777777777;1,223611111111111;1,275;1,4583333333333335;;1,2093749999999999;1,3555555555555554;1,75;1,2416666666666667;1,2333333333333332;0,9;1,4375;0,9888888888888889;1,3333333333333333;;
42;0,8;;;1,6666666666666667;2,0;1,4266666666666667;1,988888888888889;;1,6666666666666667;1,6055555555555558;1,0666666666666667;;1,6666666666666667;1,611111111111111;;1,1666666666666667;;;;
43;0,6874999999999999;1,0;0,5;1,4464285714285716;1,5;0,6388888888888888;1,6583333333333332;1,5;;0,9;1,0277777777777777;;0,5;1,25;0,6666666666666666;1,3166666666666667;0,8333333333333333;;;
44;1,6666666666666667;;;1,3666666666666667;1,1666666666666667;;1,25;;;0,6666666666666666;1,5;2,0;1,6666666666666667;1,222222222222222;1,75;1,5;1,0;1,5;;
45;;;;2,5;;;2,5;;;;2,5;;;;;;;;;
46;1,6666666666666667;;;1,4722222222222223;;1,4583333333333335;3,3333333333333335;;1,6666666666666667;1,4722222222222223;1,375;;1,6666666666666667;;;;1,6666666666666667;;;
47;1,4166666666666667;;;1,4;;1,1666666666666665;1,1666666666666665;;4,0;1,5833333333333333;1,6666666666666667;;1,5;1,0;;1,3333333333333333;1,0;;;
48;0,7972222222222222;1,013095238095238;1,1444444444444446;2,0390476190476194;1,2;1,1509803921568624;1,8376984126984128;1,6666666666666665;2,4285714285714284;1,244642857142857;1,2053571428571428;1,5833333333333333;0,9697916666666667;1,1476190476190475;1,28125;1,4409722222222223;1,0677083333333333;1,6666666666666665;1,9375;1,325
49;1,2142857142857142;1,125;1,0;1,5686274509803921;4,0;1,1666666666666665;1,125;1,0;;1,5625;1,2833333333333332;5,0;1,6;1,6041666666666665;1,5;1,3166666666666667;1,0833333333333335;;;
50;0,9375;0,9;;1,5142857142857142;1,5999999999999999;0,7875;0,9777777777777779;;;1,0214285714285714;1,3;2,1666666666666665;1,0125;;1,3333333333333333;1,25;1,0;;;
51;;0,3333333333333333;;1,3888888888888886;;1,3333333333333333;1,2083333333333333;1,5;;1,3333333333333333;1,3333333333333333;;1,6666666666666667;;;1,1249999999999998;1,6666666666666667;;;
52;1,0;1,3333333333333335;;3,0;;0,8333333333333334;;;;0,41666666666666663;;;;;;1,0;2,0;;;
53;0,7222222222222222;0,5833333333333333;;1,75;;0,7222222222222222;1,0;;1,0;0,8125;1,1875;;1,0;0,75;;;1,0;;;
54;;;;2,5;0,5;;;;;;;;0,5;;;;2,5;;5,0;
55;0,7916666666666666;1,3333333333333333;;2,1333333333333337;1,6666666666666667;0,9666666666666668;1,3541666666666667;;;1,0166666666666668;1,5;;0,75;1,4166666666666667;;;1,6666666666666667;;;
56;1,0333333333333334;0,8555555555555556;1,06;1,8127192982456142;2,1166666666666663;1,271111111111111;1,7136363636363634;0,9305555555555555;2,1666666666666665;1,3253623188405796;1,4538461538461538;2,4166666666666665;1,2037037037037035;1,4285714285714286;1,5;1,3333333333333333;1,2095238095238094;0,8958333333333333;2,5;
57;1,2037037037037037;0,9380952380952382;0,6;2,279047619047619;1,2166666666666666;1,0095238095238097;1,8972222222222228;1,3333333333333333;;1,0983333333333332;1,0714285714285714;4,5;1,2933333333333334;1,2166666666666668;1,8333333333333333;1,625;0,8;;;
58;1,1666666666666667;0,41666666666666663;;2,138888888888889;4,0;0,9047619047619049;0,5833333333333334;1,0;;0,9166666666666666;0,7222222222222222;;0,9166666666666667;0,875;;0,75;0,9166666666666667;1,0;;
59;0,6944444444444445;0,25;0,25;1,3026041666666668;0,25;1,1263888888888889;0,815151515151515;0,5;1,75;0,936111111111111;1,0229166666666667;0,3333333333333333;0,4444444444444445;1,638888888888889;0,3333333333333333;0,6944444444444445;;;;
60;1,0833333333333335;;;1,9458333333333335;;1,4583333333333333;1,2777777777777777;;2,25;1,3680555555555556;1,673611111111111;3,0;1,1666666666666667;1,25;1,5;1,5833333333333335;2,5;;;
61;0,9270833333333334;1,1111111111111112;1,375;1,6398809523809523;1,0;1,125;1,6822916666666665;;1,3333333333333335;1,3041666666666667;1,2638888888888888;1,25;0,9416666666666667;1,125;1,0416666666666667;1,3125;1,1166666666666667;;2,9375;
62;1,3333333333333333;;;1,4166666666666665;;1,6666666666666665;2,75;2,0;1,3333333333333333;1,5555555555555554;1,3333333333333333;2,0;;1,3333333333333333;;1,111111111111111;;;0,5;
63;1,3611111111111114;0,16666666666666666;;1,875;1,125;1,3611111111111112;3,0;;3,3333333333333335;1,7343749999999998;1,3541666666666667;;2,25;1,4861111111111114;;1,4166666666666665;;;;
64;1,4791666666666667;;;2,8055555555555554;;1,6666666666666667;0,75;;;1,8333333333333335;1,4166666666666665;;1,4791666666666667;1,3333333333333333;;;0,75;;;
65;0,75;1,3333333333333333;0,5;1,7222222222222223;1,3333333333333333;1,3333333333333333;1,0833333333333335;;;1,3333333333333333;;;;1,1666666666666665;;2,0833333333333335;0,5;;;
66;1,0833333333333333;1,3333333333333333;;1,5;4,0;1,1;1,1666666666666667;;;1,8;1,3333333333333333;;1,611111111111111;1,8333333333333335;1,5;1,6666666666666667;1,3333333333333333;;;
67;0,85;1,2916666666666665;1,6666666666666667;1,847826086956522;2,0;1,3055555555555558;1,777777777777778;1,0;4,0;1,4015151515151516;1,8125;;1,0625;1,0666666666666667;1,1666666666666665;1,4047619047619049;1,6666666666666667;1,0;;
68;1,1555555555555557;;2,0;1,70625;1,3611111111111114;1,2583333333333335;1,125;;1,4166666666666667;1,2575757575757576;1,125;;1,1666666666666667;1,1722222222222223;;1,2177083333333334;1,75;;0,875;
69;1,0583333333333333;1,625;0,75;2,2962962962962963;0,75;1,4604166666666667;1,4805555555555554;;3,3333333333333335;1,4319444444444445;1,6600000000000001;;0,75;1,2708333333333335;;1,4166666666666665;1,5;;;
70;1,2703703703703701;1,3333333333333335;1,5;1,948717948717949;2,0;1,3952380952380954;1,65;1,0;;1,5152777777777777;1,52;5,0;1,2777777777777777;1,2666666666666666;1,8333333333333333;2,1;1,2916666666666667;;;1,6666666666666667
71;1,3333333333333333;;;1,6666666666666665;2,0;2,0;;;1,6666666666666665;;;;2,0;;;2,0;;;;
72;;1,5416666666666665;;2,089583333333333;1,4583333333333333;1,1066666666666667;2,363888888888889;;1,0;1,1535714285714287;1,1135416666666667;;1,361111111111111;0,888888888888889;;1,275;;;;
73;1,0287878787878788;1,2300000000000002;1,1083333333333332;1,7711538461538459;1,5942028985507246;1,1770440251572325;1,775845410628019;1,15;2,1833333333333336;1,245771144278607;1,2694444444444446;2,6875;1,0075757575757578;1,3704545454545458;1,4666666666666666;1,3695075757575756;1,1333333333333333;1,2500000000000002;2,1875;1,2650000000000001
74;;;;1,9861111111111114;1,6666666666666665;1,6666666666666667;1,5555555555555556;;;1,5416666666666667;1,4166666666666667;;1,7777777777777777;1,6666666666666667;1,0;1,4583333333333335;;;;
75;1,4305555555555554;;;1,4053030303030303;2,5;1,3392857142857142;2,0972222222222223;;1,5;1,3205128205128207;0,6547619047619048;0,5;2,125;0,8645833333333333;1,3333333333333333;1,1333333333333333;1,1666666666666667;;;1,625
76;;;1,0;1,0972222222222223;;1,1666666666666667;2,75;;;1,1111111111111114;;1,125;1,1666666666666667;;1,125;1,0625;1,0;;;
77;0,9742424242424242;1,534722222222222;;1,6654040404040404;2,069444444444444;1,1505555555555558;1,318421052631579;1,25;1,1666666666666665;1,1625000000000003;1,28;1,0416666666666667;0,75;1,4047619047619047;1,2833333333333334;1,4356060606060603;0,9305555555555557;1,1666666666666667;;1,0
78;1,5238095238095237;1,125;0,5833333333333334;1,8797979797979794;1,972222222222222;1,5634615384615387;2,1558333333333333;1,6666666666666667;1,5;1,4462962962962964;1,2606060606060605;5,0;1,625;1,6302083333333333;2,0833333333333335;1,857142857142857;1,2916666666666665;;;
79;1,75;0,6666666666666666;;0,8333333333333334;0,9583333333333333;1,1944444444444444;0,8333333333333334;;;1,0;0,8333333333333334;;1,1666666666666667;1,0416666666666667;;;;;;
80;0,8541666666666666;0,8333333333333333;;1,8055555555555556;1,3333333333333333;1,0;0,8055555555555555;1,75;;0,8055555555555557;0,625;4,0;0,625;1,0625;;1,5;0,75;1,5;;
81;1,826388888888889;1,8333333333333335;;1,668650793650794;2,0;1,28125;1,8009259259259263;2,25;1,5;1,3819444444444446;1,1666666666666665;2,5;1,375;1,25;2,25;1,5125;2,5;1,125;4,0;
82;1,138888888888889;;;1,8833333333333335;;1,2208333333333334;1,4;;3,0;1,3766666666666667;1,4333333333333333;3,0;1,138888888888889;1,0;;;;;;
83;1,3583333333333334;0,8;1,0722222222222222;1,772222222222222;1,9305555555555556;1,369047619047619;2,1712121212121214;0,8333333333333334;;1,4322916666666667;1,3083333333333333;2,1666666666666665;1,40625;1,361111111111111;1,3055555555555556;1,7291666666666667;1,1555555555555557;0,16666666666666666;;
84;1,75;1,75;;2,2083333333333335;1,625;1,3333333333333333;2,5625;;3,5;1,3888888888888886;1,3333333333333333;;1,75;1,3333333333333333;;1,5833333333333333;;;;
85;1,0;0,9;;1,484126984126984;1,25;1,025;0,9687499999999999;1,0;4,0;1,1893939393939394;1,537037037037037;2,111111111111111;1,3125;1,5;1,3333333333333333;0,9166666666666666;0,875;1,0;;
86;1,0583333333333333;1,1458333333333333;1,3333333333333333;1,71;1,2708333333333335;1,114;1,231111111111111;1,0;3,0;1,2326923076923075;1,1788888888888889;1,0;0,9015151515151515;1,446969696969697;1,2291666666666667;1,2472222222222222;1,097222222222222;1,75;;
87;0,8333333333333333;1,0;;1,8571428571428572;;1,111111111111111;1,125;1,0;;1,0277777777777777;;;0,7777777777777777;0,8888888888888888;1,25;1,25;;2,0;;
88;1,0694444444444444;1,25;0,7708333333333333;1,6464646464646464;1,3611111111111114;1,1826923076923077;1,4088541666666667;1,3333333333333333;1,3333333333333333;1,0333333333333334;1,2447916666666665;2,9375;0,890625;1,225;1,5;1,342948717948718;0,875;;1,125;
89;1,25;2,5;;2,291666666666667;1,3333333333333333;1,8333333333333333;2,555555555555556;1,3333333333333333;;2,0833333333333335;2,083333333333333;;1,0;1,5;;1,5;1,25;;;
90;1,0;1,0;;2,2333333333333334;1,1666666666666665;1,1666666666666665;1,4444444444444444;1,4166666666666665;;1,111111111111111;1,25;;1,1666666666666665;1,1666666666666665;;2,0;;1,0;;
91;;;1,2916666666666667;2,3819444444444446;2,0;1,6354166666666667;2,65;;3,3333333333333335;1,9761904761904763;1,3958333333333335;3,0;1,25;2,6458333333333335;;1,75;1,3125;;2,0;
92;0,8796296296296297;1,1533333333333333;1,0;1,8888888888888886;1,8;0,8727272727272729;1,0;;3,0;1,0012820512820513;1,3425925925925926;1,0;0,8476190476190476;1,5166666666666666;0,875;0,8809523809523808;1,0833333333333333;;;
93;1,2976190476190477;1,3666666666666667;0,8333333333333333;1,8153333333333332;1,8214285714285716;1,202777777777778;1,4363636363636365;1,1666666666666667;1,6666666666666667;1,0878787878787877;1,2875;2,0;1,0;1,265625;1,75;1,744047619047619;1,1666666666666665;1,75;;
94;0,4444444444444444;1,5;;1,9407894736842106;1,0833333333333335;1,1130952380952381;1,9583333333333333;;1,5;1,3576388888888886;1,2023809523809523;1,5833333333333335;1,0625;0,9375;0,9791666666666667;1,1833333333333333;0,75;0,5;2,5;
95;0,9166666666666666;1,25;;2,019047619047619;1,75;1,3630952380952384;1,9722222222222223;;1,8333333333333335;1,3101851851851853;1,3181818181818181;5,0;1,4583333333333333;1,226190476190476;1,8;1,5714285714285712;1,5;1,5;;
96;1,0;;;2,2857142857142856;3,1666666666666665;1,0;2,6527777777777777;1,3333333333333333;;1,2916666666666665;1,7333333333333336;;1,3333333333333335;1,25;;1,4722222222222223;1,6666666666666667;;;
97;0,8749999999999999;0,875;1,3333333333333333;1,2789855072463767;2,125;1,1759259259259258;1,3685897435897434;0,8333333333333334;1,1666666666666667;0,8958333333333334;1,3458333333333334;;1,222222222222222;1,0;0,5;1,0104166666666665;0,9583333333333331;0,8333333333333334;1,5625;
98;0,875;;0,875;1,65;5,0;1,5;2,1041666666666665;;;1,5833333333333335;1,8333333333333335;;1,5;;;1,7333333333333336;0,875;;;
99;0,8958333333333333;0,9666666666666666;;2,211805555555556;2,3;0,9722222222222222;1,828125;1,0;;1,2121212121212122;1,2777777777777777;3,0;0,9166666666666666;0,875;1,0;1,314814814814815;1,0;1,5;;1,25
100;1,0;1,0;;1,4444444444444446;;1,0;1,0;;;1,3333333333333333;;1,5;1,0;1,25;1,0833333333333333;1,3333333333333333;;2,0;;
101;1,0166666666666666;1,2916666666666667;;1,7976190476190474;;1,125;1,2847222222222223;;1,6666666666666667;1,3154761904761902;1,3666666666666667;;0,75;1,3333333333333333;2,0;1,5;0,875;;;
102;1,1902998236331568;1,2466666666666666;1,4404761904761902;1,8595238095238096;1,7702380952380952;1,2327122153209114;1,5856589147286824;1,4285714285714286;2,011904761904762;1,3127425044091712;1,2247747747747746;3,3333333333333335;1,4277432712215319;1,3539215686274508;1,5;1,4818627450980395;1,3858974358974359;1,3928571428571428;;0,6
103;0,8541666666666666;1,3333333333333333;;1,9090909090909092;;1,1666666666666667;1,9107142857142858;;;1,027777777777778;1,1458333333333335;;0,6875;0,75;1,75;1,1666666666666665;0,84375;1,3333333333333333;;
104;;0,9;;2,7600000000000002;0,9;1,2233333333333332;0,8;;;1,5166666666666668;0,8;2,0;1,1166666666666667;1,3333333333333333;;;;;2,0;
105;1,0149122807017543;0,8812499999999999;;1,5981944444444447;1,7364583333333332;0,9810185185185184;1,3771604938271604;1,1666666666666665;1,25;1,0166666666666666;1,0600877192982459;2,5833333333333335;0,9735294117647058;1,1481481481481481;1,8333333333333333;1,3313492063492063;1,0484848484848486;1,4027777777777777;1,25;0,7
106;1,05;;;2,395833333333333;1,15;1,05;0,8111111111111112;;;0,8111111111111112;1,2277777777777776;;1,6041666666666667;1,5;;1,5;;;;2,5
107;;;;1,7750000000000001;0,4;1,6666666666666667;1,9666666666666668;;;1,5833333333333335;0,875;;1,3333333333333335;;;;0,7;;0,4;
108;2,5;2,5;;2,1666666666666665;3,25;2,5;1,5;;3,0;2,0;2,1666666666666665;;2,0;2,5;;1,5;;;;
109;2,0;2,0;;1,5714285714285714;;1,5;2,3333333333333335;;;1,7;1,375;;1,5;1,3333333333333333;1,1666666666666667;1,5;;;;
110;1,3541666666666667;1,4583333333333333;1,0;2,007575757575758;2,888888888888889;1,7583333333333333;1,7129629629629628;;;1,5677083333333333;1,7333333333333332;1,7777777777777777;1,5952380952380953;1,8095238095238098;1,6666666666666665;1,4;1,3958333333333333;;;
111;1,0166666666666668;1,188888888888889;1,0;1,5970833333333332;1,6861111111111111;1,2566666666666664;1,4564393939393943;1,0;1,3333333333333333;1,0958333333333332;1,2093749999999999;1,1666666666666667;0,8977272727272727;1,208333333333333;1,7291666666666667;1,2285714285714284;0,8180555555555555;1,2777777777777777;0,5;0,75
112;0,75;1,3333333333333333;;1,5555555555555556;1,6666666666666667;1,2083333333333335;;;;1,3611111111111114;;;1,2083333333333335;1,5555555555555556;;;;;;
113;1,3055555555555556;;;2,229166666666667;;1,5833333333333333;1,25;1,25;;1,3333333333333335;1,7222222222222223;;1,4583333333333335;1,0;1,6666666666666667;;1,25;1,625;;
114;0,875;2,5;;2,4285714285714284;2,5;1,75;1,6458333333333333;;3,0;1,0;1,75;1,3333333333333333;1,375;1,75;1,3333333333333333;;0,75;;;
115;1,25;;;1,8333333333333335;;1,2083333333333335;2,625;;;1,6250000000000002;1,1666666666666667;;1,25;2,3333333333333335;;2,0;;;;
116;;;;1,5;;2,0833333333333335;2,0;;1,6666666666666667;2,0833333333333335;;;;;;;;;;
117;;;;2,6944444444444446;2,2222222222222223;2,5;1,0;;;1,8;1,4444444444444444;;1,0;1,3333333333333333;;;;;;
118;1,1833333333333331;1,027777777777778;1,3333333333333333;1,8505747126436787;3,1666666666666665;1,2407407407407407;1,509259259259259;;1,6666666666666667;1,1547619047619049;1,2371794871794874;5,0;1,4791666666666667;1,0833333333333335;1,5555555555555554;1,5625000000000002;1,111111111111111;;;
119;1,025925925925926;1,0435897435897437;1,125;1,7296099290780143;1,3260416666666666;1,090740740740741;1,3203703703703704;1,5;4,0;1,13768115942029;1,2671296296296295;3,5;1,1047619047619046;1,287121212121212;1,2222222222222223;1,2010752688172044;0,9214285714285715;1,0;;0,4
120;1,013888888888889;1,3333333333333335;1,25;1,6898148148148149;2,25;1,2291666666666667;1,46875;;;1,527777777777778;1,25;1,0;1,525;2,0;1,625;1,1904761904761902;1,1666666666666667;1,25;;
121;1,0833333333333333;1,5555555555555556;1,0;2,04;1,8833333333333333;1,4222222222222223;1,2333333333333332;;;1,4023809523809523;1,7090909090909088;;1,0357142857142858;1,65;;1,7222222222222223;0,8333333333333334;2,5;;
122;1,0;1,3333333333333333;;1,8333333333333333;1,25;1,0;1,0;;;1,0833333333333333;1,3333333333333333;1,0;1,0;1,1666666666666667;1,0;1,5;0,5;;;
123;;;;2,4285714285714284;1,6666666666666667;1,1666666666666667;4,0;2,5;;1,6666666666666667;2,5;;1,6666666666666667;;;0,6666666666666666;;;;
124;0,8;1,5;;2,1083333333333334;;1,1555555555555557;1,2416666666666665;0,8333333333333334;2,8333333333333335;1,2583333333333333;1,2111111111111112;2,0;1,25;1,5;1,5;1,1666666666666667;;;2,0;
125;0,7861111111111111;1,2;1,5555555555555556;2,0794871794871796;1,5166666666666666;1,2797619047619049;1,93;;1,5;1,4558823529411764;1,521794871794872;3,5;0,9766666666666668;1,2833333333333334;;1,6296296296296295;1,5333333333333334;1,6666666666666667;3,25;1,0
126;1,1;1,1555555555555557;1,0;1,5052083333333333;2,0444444444444443;1,0547619047619048;0,9444444444444445;0,75;;1,2370370370370372;1,4523809523809523;1,3333333333333333;0,95;1,9444444444444444;1,3333333333333333;1,1666666666666667;1,0;0,75;;
127;;;;1,5203703703703704;1,3333333333333333;;1,7666666666666664;;;1,47;1,5875;2,5;;0,6;2,5;1,3083333333333333;;;;
128;1,2291666666666667;1,5833333333333333;;1,4783333333333333;2,4666666666666663;1,419298245614035;1,4716666666666667;0,5;1,6666666666666667;1,1840909090909089;1,3888888888888888;2,0;1,5547619047619048;1,3939393939393938;;1,4791666666666667;1,4238095238095239;1,0;0,8;
129;1,0;1,0;;2,5;;;;;;;;;;1,0;;1,5;;;;
130;0,8826388888888891;1,023809523809524;0,6666666666666667;1,6010928961748634;1,3541666666666667;1,0969298245614036;1,6170000000000002;;2,0333333333333337;1,1655172413793102;1,1500000000000001;3,625;0,9375;1,1805555555555554;1,578125;1,171296296296296;0,4833333333333333;1,25;;
131;1,3333333333333333;;;2,333333333333333;;1,6666666666666667;1,777777777777778;;;;1,6666666666666667;;1,6666666666666667;;;1,6666666666666667;1,3333333333333333;;;
132;1,4166666666666665;1,5;;1,8636363636363635;2,0;1,4444444444444444;2,1944444444444446;1,6666666666666667;;1,5;1,5416666666666667;1,0;1,4166666666666665;;1,0;1,2083333333333335;;1,6666666666666667;;
133;0,6055555555555555;0,4;;1,5995370370370372;0,16666666666666666;0,5178571428571428;1,011904761904762;0,6666666666666666;0,16666666666666666;0,4345238095238094;0,575;0,75;0,6333333333333333;0,6666666666666667;1,0;1,7083333333333335;0,8833333333333333;;4,0;0,4
134;1,0598484848484848;1,2;0,875;2,016129032258065;1,7333333333333332;1,1055555555555556;2,140416666666667;1,3333333333333333;2,25;1,2210144927536233;1,1839285714285714;;1,2091666666666667;1,3145833333333332;2,3125;1,6805555555555558;0,8229166666666667;1,25;;
